Property Name,Contract No.,Address,County,Agent name,Owner name,NYC flag,BIN (NYC DOB),BBL / Parcel ID,State Senate District (current),Assembly District (current),Congressional District (current),Tract GEOID (2020 Census),Floodplain flag,School district name,School district SDL code,latitude,longitude,Property Code,x,y
Greenwich Gardens,NY360001006,"155 Greenwich St, Hempstead, 11550",Nassau,Broadwall Management Corp,New Greenwich Gardens Associates LLC,ROS,,,6,18,4,36059407000,,HEMPSTEAD UFSD,280201,40.70119082,-73.619454,800015206,616630.5095028882,4506503.658691091
Group Residences,NY06T781028,"2180 Elmwood Avenue, Brighton, 14618",Monroe,UCPA of Rochester,Special Residential Opportunities Inc,ROS,,,56,136,25,36055012800,,BRIGHTON CSD,260101,43.12641522,-77.57840322,800015207,290265.2242027368,4778080.374811838
Hamlin Terrace Apartments,NY06R000035,"150 Hamlin Terrace Dr, Hamlin, 14464",Monroe,Baldwin Real Estate Corporation,Hamlin Terrace LLC,ROS,,,62,139,25,36055015102,,BROCKPORT CSD,261801,43.31146615,-77.92371004,800015208,262894.2320708725,4799555.174124444
Harlem Gateway NSA Site 2,NY36A011002,"234 W 111th St, New York, 10026",New York,C&C Apartment Management LLC,Hargate JV Owners LLC,NYC,1085304,1018260008,30,70,13,36061021600,,NYC GEOG DIST # 3 - MANHATTAN,310300,40.80076239,-73.95685451,800015209,587994.4978439987,4517163.628032878
Herkimer County Residential ARC,NY062703206,"198 E Clark St, Ilion, 13357",Herkimer,Herkimer County ARC,"Herkimer County Community Residential Project, Inc",ROS,,,49,118,21,36043010400,,CENTRAL VALLEY CSD AT ILION-MOHAWK,212101,43.01309974,-75.02866097,800015211,497664.38792039664,4762269.899986762
Highbridge Concourse Phase I,NY360011031,"1064 Nelson Ave, Bronx, 10452",Bronx,PCL Management,Alliance Housing Associates LLC,NYC,2003243,2025130001,29,77,15,36005019300,,NYC GEOG DIST # 9 - BRONX,320900,40.834321,-73.927393,800015212,590434.1740021311,4520918.917296962
Hudson Piers Rehab-Phase II,NY36A001003,"1626 Amsterdam Ave, New York, 10031",New York,Hudson Piers Associates,141st Street Associates,NYC,1061768,1020720030,30,70,13,36061022500,,NYC GEOG DIST # 6 - MANHATTAN,310600,40.82257296,-73.94977314,800015214,588562.8477115375,4519591.920437554
Phoenix Estates,NY360015079,"717-719 Coster Street, BRONX, 10474",Bronx,MHANY Management Inc.,Phoenix Estates LLC,NYC,2006509,2027630100,29,84,14,36005009301,,NYC GEOG DIST # 8 - BRONX,320800,40.814936,-73.887848,800015215,593795.6826734131,4518808.575214196
Hamilton  Apts.,NY36A019003,"15 Hamilton Ave, Yonkers, 10705",Westchester,Speiser-Dabran Management Co Inc,Hamilton Associates,ROS,,,35,89,16,36119000204,,YONKERS CITY SD,662300,40.92302027,-73.89778715,800015216,592806.3788016841,4530796.41582254
Hamilton Heights Apartments,NY36A001007,"135 Hamilton Place, New York, 10031",New York,Ashton Management Corporation,"Hamilton Heights Associates, L.P.",NYC,1061861,1020740033,30,71,13,36061022900,,NYC GEOG DIST # 6 - MANHATTAN,310600,40.82392085,-73.94891319,800015217,588633.5715891842,4519742.417539294
Hamilton Heights Terrace,NY36A001004,"1833 Amsterdam Ave, New York, 10031",New York,Essex Management Company LLC,HAMILTON HEIGHTS TERRACE ASSOC.,NYC,1079791,1020650001,30,71,13,36061023501,,NYC GEOG DIST # 6 - MANHATTAN,310600,40.82877241,-73.94477009,800015218,588976.4615663458,4520285.182611761
Hamilton Village,NY360012007,"750 Allyn Dr, Central Islip, 11722",Suffolk,JMD/Einsidler Management Corp.,Village Housing Associates,ROS,,,4,6,2,36103145703,,CENTRAL ISLIP UFSD,580513,40.79177711,-73.20622191,800015221,651336.91543238,4517190.719222549
Hampton Bays Apts,NY36R000010,"57 Springville Rd, Hampton Bays, 11946",Suffolk,Town of Southampton Housing Authority,Town of Southampton Housing Authority,ROS,,,1,1,1,36103190603,,HAMPTON BAYS UFSD,580905,40.87426352,-72.52984298,800015223,708147.6543398455,4527736.467686694
Hardscrabble Apartments,NY36T821020,"400 Main St, Farmingdale, 11735",Nassau,Stanan Management Corp.,Farmingdale Housing Development Fund Co Inc,ROS,,,5,15,3,36059520402,,FARMINGDALE UFSD,280522,40.72768395,-73.4442947,800015225,631376.637601816,4509691.991348494
Gateway I Apartments,NY36A011005,"45-53 Lenox Ave, New York, 10026",New York,Manhattan North Management Company Inc,Gateway I TP4 LLC,NYC,1084006,1018220029,30,70,13,36061021600,,NYC GEOG DIST # 3 - MANHATTAN,310300,40.799882,-73.951764,800015227,588425.0831564656,4517071.018987113
Harlem Interfaith,NY368023008,"310 W 143rd St, New York, 10030",New York,Washfield Management Corporation,Marrano Development Affiliates,NYC,1060762,1020430029,30,70,13,36061025900,,NYC GEOG DIST # 5 - MANHATTAN,310500,40.82159502,-73.94348322,800015228,589094.5775906438,4519489.736045163
Harlem West II,NY36L000091,"50 Morningside Ave, New York, 10026",New York,Urban Home Ownership Corporation,Harlem West II Housing Development Fund Company Inc,NYC,1059109,1019450061,30,70,13,36061025700,,NYC GEOG DIST # 3 - MANHATTAN,310300,40.80734741,-73.95671303,800015229,587997.7335469797,4517894.762755197
Harlem West II,NY36M000259,"50 Morningside Ave, New York, 10026",New York,Urban Home Ownership Corporation,Harlem West II Housing Development Fund Company Inc,NYC,1059109,1019450061,30,70,13,36061025700,,NYC GEOG DIST # 3 - MANHATTAN,310300,40.80734741,-73.95671303,800015229,587997.7335469797,4517894.762755197
Harlem West III,NY36L000092,"365 W 118 St, New York, 10026",New York,Urban Home Ownership Corporation,353-365 Housing Development Fund Company Inc,NYC,1059091,1019450005,30,70,13,36061025700,,NYC GEOG DIST # 3 - MANHATTAN,310300,40.80677045,-73.95664871,800015230,588003.9210877416,4517830.779868945
Harlem West III,NY36M000260,"365 W 118 St, New York, 10026",New York,Urban Home Ownership Corporation,353-365 Housing Development Fund Company Inc,NYC,1059091,1019450005,30,70,13,36061025700,,NYC GEOG DIST # 3 - MANHATTAN,310300,40.80677045,-73.95664871,800015230,588003.9210877416,4517830.779868945
Harlem West IV,NY36L000140,"400 Manhattan Ave, New York, 10026",New York,Urban Home Ownership Corporation,400-408 Housing Development Fund Company Inc,NYC,1059061,1019440018,30,70,13,36061020102,,NYC GEOG DIST # 3 - MANHATTAN,310300,40.80583696,-73.95605777,800015231,588055.000132255,4517727.747977819
Harlem West IV,NY36M000262,"400 Manhattan Ave, New York, 10026",New York,Urban Home Ownership Corporation,400-408 Housing Development Fund Company Inc,NYC,1059061,1019440018,30,70,13,36061020102,,NYC GEOG DIST # 3 - MANHATTAN,310300,40.80583696,-73.95605777,800015231,588055.000132255,4517727.747977819
Harlen Housing,NY360015134,"560 Lenox Avenue, New York, 10037",New York,Fairstead Management LLC,Harlen Housing Preservation LLC,NYC,1083987,1017360001,30,70,13,36061021200,,NYC GEOG DIST # 5 - MANHATTAN,310500,40.81624215,-73.93896604,800015232,589482.7052699763,4518900.122553799
Harris Courts Inc,NY02R000010,"14168 Church St, Harrisville, 13648",Lewis,"Two Plus Four Management Co., Inc.",Harris Courts Inc,ROS,,,49,117,21,36049950200,,HARRISVILLE CSD,230301,44.14825021,-75.32506422,800015234,474003.24209551915,4888390.244709164
Harris Park Apts,NY06M000045,"122 Harris Park, Rochester, 14610",Monroe,"Conifer Management, LLC","Harris Park Preservation, LLC",ROS,,,55,136,25,36055007700,,ROCHESTER CITY SD,261600,43.15119984,-77.5538611,800015235,292345.5870342125,4780771.747416491
Haven Plaza,NY36L000095,"1-3 Haven Plaza, New York, 10009",New York,Wavecrest Management Team Ltd,Haven Plaza Square LLC,NYC,1083141,1003820001,27,74,10,36061002800,100-year,NYC GEOG DIST # 1 - MANHATTAN,310100,40.7271,-73.9763,800015236,586449.5531139949,4508967.209892165
Warren Knolls,NY36H108031,"500 Warren  Knolls Drive, Haverstraw, 10927",Rockland,RA Management LLC,Gurnee Housing Preservation LP,ROS,,,38,96,17,36087010701,,HAVERSTRAW-STONY POINT CSD (NORTH RO,500201,41.1986361,-73.97803077,800015237,585691.2355286531,4561311.336870136
Haypath House,NY36T821052,"102 Haypath Rd, Bethpage, 11714",Nassau,Stanan Management Corp.,Haypath Residence Incorporated,ROS,,,5,15,3,36059519900,,BETHPAGE UFSD,280521,40.76136811,-73.47381239,800015238,628818.8043067714,4513387.531712757
Help Me Independent Living Center,NY36T801032,"164 E Eckerson Rd, Spring Valley, 10977",Rockland,"Wingate Management Company, LLC.","Help Me Housing Development Fund Company, Inc.",ROS,,,38,97,17,36087011512,,EAST RAMAPO CSD (SPRING VALLEY),500402,41.12592188,-74.02563669,800015240,581789.8311703522,4553193.172383958
Hempstead Village,NY360016019,"110 Jerusalem Ave, Hempstead, 11550",Nassau,Wilder Balter Partners Inc.,Hempstead Village Housing Associates AKA Woods Edge Apartments,ROS,,,6,18,4,36059407101,,HEMPSTEAD UFSD,280201,40.70158096,-73.61305251,800015241,617170.6487541397,4506555.486786626
Village Green Apartments,NY02L000023,"35 Hudson Avenue, Glens Falls, 12801",Warren,"Preservation Management, INC.","Hudson Avenue Housing Associates, LLC",ROS,,,45,113,21,36113070200,,GLENS FALLS CITY SD,630300,43.30589691,-73.64968258,800015244,609515.2005636455,4795670.268367208
Henry Phipps Plaza South,NY36L000024,"330 E 26th ST, NEW YORK, 10010",New York,"Phipps Houses Services, Inc.","Henry Phipps Plaza South Associates, L.P.",NYC,1078835,1009310001,59,74,12,36061006600,,NYC GEOG DIST # 2 - MANHATTAN,310200,40.73910009,-73.97821155,800015247,586272.6204028741,4510297.423475298
Herbert Star Apartments,NY06T821020,"54 Central Avenue, Brocton, 14716",Chautauqua,"Belmont Housing Resources for WNY, Inc.","BROCTON HOUSING DVLPMNT FUND CO., INC.",ROS,,,57,150,23,36013036300,,BROCTON CSD,62301,42.39039702,-79.44739517,800015250,133903.33986227046,4702712.254462128
Heritage Park Apartments,NY06L000008,"801 E Water St, Elmira, 14901",Chemung,Dewittsburgh Housing Development Fund Corp.,Dewittsburgh Housing Development Fund Corp.,ROS,,,58,124,23,36015000700,,ELMIRA CITY SD,70600,42.09069031,-76.79057233,800015251,351917.31641806127,4661396.830221353
Hewes Mews I,NY360015001,"393 S 3rd St, Brooklyn, 11211",Kings,Kraus Management Inc,Hewes Mews Associates,NYC,3063221,3024250036,18,53,7,36047052700,,NYC GEOG DIST #14 - BROOKLYN,331400,40.70869702,-73.95178129,800015252,588544.5297759813,4506948.782617538
Highbridge Concourse Phase II,NY360015101,"55 W 166th St, Bronx, 10452",Bronx,Park Management Inc,Alliance Housing II Associates LLC,NYC,2091251,2025090036,29,77,15,36005019900,,NYC GEOG DIST # 9 - BRONX,320900,40.8349212,-73.92545618,800015255,590596.6577891903,4520987.545981104
Highland Falls Housing,NY36H108055,"40 West Point Highway, Highland Falls, 10928",Orange,RA Management LLC,"Highland Falls Preservation, L.P.",ROS,,,42,99,18,36071013800,,HIGHLAND FALLS CSD,440901,41.37076949,-73.9640517,800015257,586635.3869841747,4580435.000848033
Colonial Square,NY02L000035,"320 Church Street, Amsterdam, 12010",Montgomery,CRM Rental Management Inc,Colonial Square of Amsterdam LLC,ROS,,,46,111,21,36057070800,,AMSTERDAM CITY SD,270100,42.94322812,-74.16507961,800015258,568115.7827338296,4754848.531907492
Historical Park Apts,NY02L000029,"100 Rutgers St, Utica, 13501",Oneida,"Greenland Property Services LLC, DBA Green National","LIH HP Utica Associates, LLC",ROS,,,53,119,22,36065020300,,UTICA CITY SD,412300,43.09783975,-75.23276498,800015260,481057.8371819602,4771706.115954937
Holy Spirit Senior Housing,NY36T861031,"4624 17th Ave, Brooklyn, 11204",Kings,Progress of Peoples Mgmt Corp,"Holy Spirit Senior Apartments, L.P.",NYC,3324170,3054370050,22,48,9,36047047600,,NYC GEOG DIST #20 - BROOKLYN,332000,40.63091461,-73.98184892,800015265,586104.6353024007,4498284.609778681
Holyrood House,NY02H108005,"201 Fifth St, Scotia, 12302",Schenectady,JT Burns Management Corp,Holyrood Housing Co,ROS,,,46,111,20,36093032200,,SCOTIA-GLENVILLE CSD,530202,42.83215519,-73.96450038,800015267,584631.5961318093,4742696.149130276
Rockland AHRC Homes,NY36T791011,"70 N Harrison Ave, Congers, 10920",Rockland,"Rockland County Chapter NYS ARC, Inc.",Homes for the Exceptional Company Inc.,ROS,,,38,96,17,36087010901,,CLARKSTOWN CSD,500101,41.15565344,-73.94277766,800015268,588705.1992321325,4556574.928343491
Hong Ning Housing for the Elderly,NY363240201,"50 Norfolk Street, New York, 10002",New York,"T.U.C. Management Company, Inc.",Hong Ning LLC,NYC,1004154,1003460001,27,65,10,36061001402,,NYC GEOG DIST # 2 - MANHATTAN,310200,40.71668851,-73.98808067,800015270,585467.9997870849,4507799.932327598
Hope Village Apartments,NY06R000002,"6430 Hope Circle, Wolcott, 14590",Wayne,Hope Village Inc - A Cooperative Community,Hope Village Inc - A Cooperative Community,ROS,,,54,130,24,36117021501,,NORTH ROSE-WOLCOTT CSD,651501,43.23468655,-76.83650174,800015271,350879.12291896646,4788514.209336931
Howard Avenue Rehabilitation,NY360011062,"642-44 Howard Ave, Brooklyn, 11212",Kings,Truman Development & Management LLC,Howard Ave Associates LP,NYC,3080883,3035110065,25,55,9,36047090000,,NYC GEOG DIST #23 - BROOKLYN,332300,40.666356,-73.919963,800015272,591290.0806940496,4502281.217725082
Hudson Piers Rehabilitation-Phase 1,NY360015011,"596 Riverside Dr, New York, 10031",New York,Ashton Management Corporation,Hudson Piers Associates,NYC,1059969,1020020067,30,70,13,36061022301,,NYC GEOG DIST # 6 - MANHATTAN,310600,40.8220132,-73.95619498,800015273,588022.042208634,4519523.312152508
Hudson Terrace Apts,NY02L000020,"15 N Front St, Hudson, 12534",Columbia,"Preservation Management, INC.",Half Moon Terrace L.P.,ROS,,,41,106,19,36021001300,,HUDSON CITY SD,101300,42.25763909,-73.79566783,800015275,599337.2969222282,4679084.359508067
520-528 West 145th Street,NY360011036,"520 W 145th St, New York, 10031",New York,Wavecrest Management Team Ltd,"HVII, LLC",NYC,1061918,1020760046,30,71,13,36061022900,,NYC GEOG DIST # 6 - MANHATTAN,310600,40.82565275,-73.94901389,800015276,588622.774095966,4519934.571928562
Huguenot Houses,NY368023017,"16 Locust Ave, New Rochelle, 10801",Westchester,Community Housing Management Corporation,Huguenot Housing Associates,ROS,,,34,91,16,36119005901,,NEW ROCHELLE CITY SD,661100,40.90967557,-73.77880053,800015278,602845.9493269136,4529448.084024536
Huntington Heights,NY068023023,"1620 Huntington St, Watertown, 13601",Jefferson,Millennia Housing Management,"Huntington Heights NY, LLC",ROS,,,49,116,24,36045061200,,WATERTOWN CITY SD,222000,43.97696424,-75.88270808,800015279,429202.18409434357,4869693.012103206
Hunts Point Peninsula,NY360008004,"887 Bryant Avenue, Bronx, 10474",Bronx,Paths Management Services LLC,"Hunts Point Apartments, LP",NYC,2006373,2027610103,29,85,14,36005011502,,NYC GEOG DIST # 8 - BRONX,320800,40.81969635,-73.88701829,800015280,593858.9486964216,4519337.905394825
Icarus Apts,NY36A003002,"611 W 204th St, New York, 10034",New York,JAS Housing Consultants,ICARUS ASSOCIATES,NYC,1064846,1022260045,31,72,13,36061029300,,NYC GEOG DIST # 6 - MANHATTAN,310600,40.8656257,-73.92203684,800015284,590843.0035839321,4524399.577765057
Ida Apartments,NY360015099,"1112 Dean St, Brooklyn, 11216",Kings,Renaissance Realty Group LLC,1112 Dean LLC,NYC,3030275,3012110039,20,57,9,36047022100,,NYC GEOG DIST #17 - BROOKLYN,331700,40.67695695,-73.95312929,800015285,588472.6386663695,4503424.074635783
Idlewild Terrace,NY06T851021,"110 Second St, Albany, 12210",Albany,TRIP Realty Management Corporation,The Idlewild Terrace HDFC,ROS,,,46,109,20,36001000201,,ALBANY CITY SD,10100,42.65983873,-73.75600548,800015286,601954.1509426396,4723791.673193147
Impac Houses,NY368023025,"1428 5th Ave, New York, 10035",New York,C&C Apartment Management LLC,West 116th Street Associates I LLC,NYC,1051430,1016000021,30,70,13,36061019000,,NYC GEOG DIST # 3 - MANHATTAN,310300,40.80123329,-73.94630652,800015287,588883.6596836025,4517226.542064415
Independent Living Apts,NY36T841021,"78 Lake Rd, Lake Katrine, 12449",Ulster,Wraparound Services of the Hudson Valley,Independent Living Apartments of Ulster County Inc,ROS,,,41,103,19,36111951300,,KINGSTON CITY SD,620600,41.9870147,-73.98595383,800015288,583998.4326286326,4648831.764358305
Intown Towers,NY368023016,"37 N 5th Ave, Mt Vernon, 10550",Westchester,Speiser-Dabran Management Co Inc,Intown Associates,ROS,,,36,89,16,36119003100,,MT VERNON SCHOOL DISTRICT,660900,40.91022939,-73.83729707,800015292,597918.6197139343,4529442.437878057
Inwood House,NY36H110048,"10 Post Ave, New York, 10034",New York,SHP Management Corp,"Inwood Associates, LP",NYC,1064761,1022200043,31,72,13,36061029100,,NYC GEOG DIST # 6 - MANHATTAN,310600,40.86291354,-73.92486538,800015293,590608.3272187221,4524095.570834002
Island Park Sr Citizen Housing,NY360001004,"347 Long Beach Rd, Island Park, 11558",Nassau,Jeffrey Mgmt Corp,Island Park Housing Associates,ROS,,,9,20,4,36059416202,100-year,ISLAND PARK UFSD,280231,40.60571913,-73.65517612,800015296,613774.6569864893,4495858.771211285
Islandview Apts,NY06T841030,"2136 Baseline Rd, Grand Island, 14072",Erie,"Belmont Housing Resources for WNY, Inc.","Islandview Housing Development Fund Co., Inc.",ROS,,,61,145,26,36029007303,,GRAND ISLAND CSD,141501,43.01996206,-78.96841363,800015297,176627.70463777368,4770678.258313209
Israel Senior Citizen Housing I & II,NY36L000114,"19-25 Seagirt Blvd, Far Rockaway, 11691",Queens,JASA Housing Management Services for the Aged Inc,Israel Senior Citizens H.D.F.C.,NYC,4301620,4158100025,10,23,5,36081099802,100-year,NYC GEOG DIST #27 - QUEENS,342700,40.59436848,-73.75415938,800015299,605418.1047077572,4494475.5384652
Jerome Terrace Apartments,NY360015098,"1105 Jerome Ave, Bronx, 10452",Bronx,PCL Management,Jerome Terrace Housing Associates LLC,NYC,2003060,2025050019,29,77,15,36005019300,,NYC GEOG DIST # 9 - BRONX,320900,40.83446749,-73.92461015,800015301,590668.6074804245,4520938.055205363
Jack Kenny Apartments,NY06L000018,"220 Garland Ave, Rochester, 14611",Monroe,"Landsman Real Estate Services, Inc.",220 Garland LLC,ROS,,,56,137,25,36055008801,,ROCHESTER CITY SD,261600,43.15834184,-77.66405645,800015303,283410.4318901693,4781844.175847098
Prairie Pond,NY060004019,"2199 North French Rd, Getzville, 14068",Erie,Millennia Housing Management,"J-Square New York, LLC",ROS,,,61,146,26,36029009010,100-year,WILLIAMSVILLE CSD,140203,43.03455022,-78.74254356,800015304,195107.27269013954,4771452.145963987
Jackson Terrace,NY36L000137,"100 Herriot St, Yonkers, 10701",Westchester,"T.U.C. Management Company, Inc.",Jackson Terrace Preservation LLC,ROS,,,35,90,16,36119000101,,YONKERS CITY SD,662300,40.92782201,-73.89885474,800015305,592709.7743800639,4531328.329404877
Jackson Terrace,NY36M000228,"100 Herriot St, Yonkers, 10701",Westchester,"T.U.C. Management Company, Inc.",Jackson Terrace Preservation LLC,ROS,,,35,90,16,36119000101,,YONKERS CITY SD,662300,40.92782201,-73.89885474,800015305,592709.7743800639,4531328.329404877
James F. Lettis Apartments,NY060028009,"30 Fairview, Oneonta, 13820",Otsego,Oneonta Housing Authority,"Oneonta Small Family Hsg Dev. Fund Co., Inc.",ROS,,,51,122,19,36077591100,,ONEONTA CITY SD,471400,42.45079368,-75.06609427,800015306,494565.0332447914,4699831.419721378
God City Apartments,NY06T801016,"175 Pershing St, Buffalo, 14208",Erie,"JOY Real Estate, LLC",God City Housing Dev Fund,ROS,,,63,141,26,36029003302,,BUFFALO CITY SD,140600,42.9061122,-78.85135261,800015312,185587.4629211857,4757588.607104392
